0,0,10,0
0,1,9.5,0.5
0,2,9.025,0.475
0,3,8.57375,0.45125
0,4,8.14506,0.428688
0,5,7.73781,0.407253
0,6,7.35092,0.38689
0,7,6.98337,0.367546
0,8,6.6342,0.349169
0,9,6.30249,0.33171
0,10,5.98737,0.315125
0,11,5.688,0.299368
0,12,5.4036,0.2844
0,13,5.13342,0.27018
0,14,4.87675,0.256671
0,15,4.63291,0.243837
0,16,4.40127,0.231646
0,17,4.1812,0.220063
0,18,3.97214,0.20906
0,19,3.77354,0.198607
0,20,3.58486,0.188677
0,21,3.40562,0.179243
0,22,3.23534,0.170281
0,23,3.07357,0.161767
0,24,2.91989,0.153678
0,25,2.7739,0.145995
0,26,2.6352,0.138695
0,27,2.50344,0.13176
0,28,2.37827,0.125172
0,29,2.25936,0.118913
0,30,2.14639,0.112968
0,31,2.03907,0.107319
0,32,1.93711,0.101953
0,33,1.84026,0.0968557
0,34,1.74825,0.092013
0,35,1.66083,0.0874123
0,36,1.57779,0.0830417
0,37,1.4989,0.0788896
0,38,1.42396,0.0749451
0,39,1.35276,0.0711979
0,40,1.28512,0.067638
0,41,1.22087,0.0642561
0,42,1.15982,0.0610433
0,43,1.10183,0.0579911
0,44,1.04674,0.0550916
0,45,0.994403,0.052337
0,46,0.944682,0.0497201
0,47,0.897448,0.0472341
0,48,0.852576,0.0448724
0,49,0.809947,0.0426288
1,0,10,0
1,1,10,0
1,2,10,0
1,3,10,0
1,4,9,1
1,5,9,0
1,6,9,0
1,7,9,0
1,8,9,0
1,9,9,0
1,10,9,0
1,11,9,0
1,12,9,0
1,13,9,0
1,14,9,0
1,15,9,0
1,16,9,0
1,17,9,0
1,18,9,0
1,19,9,0
1,20,9,0
1,21,9,0
1,22,8,1
1,23,8,0
1,24,8,0
1,25,7,1
1,26,7,0
1,27,6,1
1,28,6,0
1,29,6,0
1,30,4,2
1,31,3,1
1,32,3,0
1,33,3,0
1,34,3,0
1,35,3,0
1,36,3,0
1,37,3,0
1,38,3,0
1,39,3,0
1,40,3,0
1,41,3,0
1,42,3,0
1,43,3,0
1,44,3,0
1,45,3,0
1,46,3,0
1,47,2,1
1,48,1,1
1,49,1,0
2,0,10,0
2,1,9,1
2,2,9,0
2,3,8,1
2,4,8,0
2,5,6,2
2,6,6,0
2,7,5,1
2,8,5,0
2,9,5,0
2,10,4,1
2,11,4,0
2,12,4,0
2,13,3,1
2,14,3,0
2,15,3,0
2,16,3,0
2,17,3,0
2,18,3,0
2,19,2,1
2,20,2,0
2,21,2,0
2,22,1,1
2,23,0,1
2,24,0,0
2,25,0,0
2,26,0,0
2,27,0,0
2,28,0,0
2,29,0,0
2,30,0,0
2,31,0,0
2,32,0,0
2,33,0,0
2,34,0,0
2,35,0,0
2,36,0,0
2,37,0,0
2,38,0,0
2,39,0,0
2,40,0,0
2,41,0,0
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
3,0,10,0
3,1,9,1
3,2,8,1
3,3,7,1
3,4,7,0
3,5,7,0
3,6,6,1
3,7,6,0
3,8,6,0
3,9,6,0
3,10,5,1
3,11,5,0
3,12,5,0
3,13,5,0
3,14,5,0
3,15,4,1
3,16,4,0
3,17,4,0
3,18,4,0
3,19,3,1
3,20,3,0
3,21,2,1
3,22,2,0
3,23,2,0
3,24,1,1
3,25,1,0
3,26,1,0
3,27,1,0
3,28,1,0
3,29,1,0
3,30,1,0
3,31,1,0
3,32,1,0
3,33,1,0
3,34,1,0
3,35,1,0
3,36,1,0
3,37,1,0
3,38,1,0
3,39,1,0
3,40,1,0
3,41,1,0
3,42,1,0
3,43,1,0
3,44,1,0
3,45,1,0
3,46,1,0
3,47,1,0
3,48,1,0
3,49,1,0
4,0,10,0
4,1,10,0
4,2,8,2
4,3,8,0
4,4,8,0
4,5,8,0
4,6,8,0
4,7,8,0
4,8,8,0
4,9,7,1
4,10,7,0
4,11,7,0
4,12,7,0
4,13,7,0
4,14,6,1
4,15,5,1
4,16,5,0
4,17,5,0
4,18,5,0
4,19,5,0
4,20,5,0
4,21,4,1
4,22,3,1
4,23,3,0
4,24,3,0
4,25,3,0
4,26,3,0
4,27,3,0
4,28,3,0
4,29,2,1
4,30,2,0
4,31,2,0
4,32,1,1
4,33,1,0
4,34,1,0
4,35,1,0
4,36,1,0
4,37,1,0
4,38,1,0
4,39,1,0
4,40,1,0
4,41,1,0
4,42,1,0
4,43,1,0
4,44,1,0
4,45,1,0
4,46,1,0
4,47,1,0
4,48,1,0
4,49,1,0
5,0,10,0
5,1,10,0
5,2,10,0
5,3,10,0
5,4,10,0
5,5,10,0
5,6,10,0
5,7,10,0
5,8,9,1
5,9,8,1
5,10,8,0
5,11,8,0
5,12,8,0
5,13,8,0
5,14,8,0
5,15,8,0
5,16,7,1
5,17,6,1
5,18,6,0
5,19,6,0
5,20,6,0
5,21,6,0
5,22,5,1
5,23,3,2
5,24,2,1
5,25,2,0
5,26,2,0
5,27,2,0
5,28,2,0
5,29,2,0
5,30,2,0
5,31,2,0
5,32,2,0
5,33,2,0
5,34,2,0
5,35,2,0
5,36,2,0
5,37,2,0
5,38,2,0
5,39,2,0
5,40,1,1
5,41,1,0
5,42,1,0
5,43,1,0
5,44,1,0
5,45,1,0
5,46,1,0
5,47,1,0
5,48,1,0
5,49,1,0
6,0,10,0
6,1,8,2
6,2,8,0
6,3,8,0
6,4,8,0
6,5,7,1
6,6,7,0
6,7,7,0
6,8,5,2
6,9,5,0
6,10,5,0
6,11,5,0
6,12,5,0
6,13,5,0
6,14,5,0
6,15,5,0
6,16,5,0
6,17,5,0
6,18,5,0
6,19,5,0
6,20,5,0
6,21,5,0
6,22,5,0
6,23,5,0
6,24,4,1
6,25,4,0
6,26,4,0
6,27,4,0
6,28,4,0
6,29,4,0
6,30,3,1
6,31,3,0
6,32,2,1
6,33,2,0
6,34,2,0
6,35,2,0
6,36,2,0
6,37,2,0
6,38,2,0
6,39,2,0
6,40,2,0
6,41,2,0
6,42,2,0
6,43,2,0
6,44,2,0
6,45,2,0
6,46,1,1
6,47,1,0
6,48,1,0
6,49,1,0
7,0,10,0
7,1,10,0
7,2,10,0
7,3,7,3
7,4,5,2
7,5,5,0
7,6,5,0
7,7,5,0
7,8,5,0
7,9,5,0
7,10,5,0
7,11,5,0
7,12,5,0
7,13,5,0
7,14,4,1
7,15,4,0
7,16,4,0
7,17,4,0
7,18,4,0
7,19,4,0
7,20,4,0
7,21,4,0
7,22,4,0
7,23,4,0
7,24,4,0
7,25,4,0
7,26,4,0
7,27,3,1
7,28,3,0
7,29,3,0
7,30,3,0
7,31,3,0
7,32,3,0
7,33,3,0
7,34,3,0
7,35,3,0
7,36,3,0
7,37,3,0
7,38,3,0
7,39,3,0
7,40,3,0
7,41,3,0
7,42,3,0
7,43,3,0
7,44,3,0
7,45,3,0
7,46,3,0
7,47,2,1
7,48,2,0
7,49,2,0
8,0,10,0
8,1,10,0
