0,0,100
1,0,20.1897
1,0.015625,32.3034
1,0.03125,25.8428
1,0.046875,13.7828
1,0.0625,5.51312
1,0.078125,1.7642
1,0.09375,0.470453
1,0.109375,0.107532
1,0.125,0.0215064
1,0.140625,0.00382336
1,0.15625,0.000611738
1,0.171875,8.89801e-05
1,0.1875,1.1864e-05
1,0.203125,1.46019e-06
1,0.21875,1.66878e-07
1,0.234375,1.78004e-08
1,0.25,1.78004e-09
1,0.265625,1.67533e-10
1,0.28125,1.48881e-11
1,0.296875,1.25455e-12
1,0.3125,9.99201e-14
1,0.328125,1.11022e-14
2,0,4.07622
2,0.015625,13.0439
2,0.03125,20.8702
2,0.046875,22.2616
2,0.0625,17.8093
2,0.078125,11.3979
2,0.09375,6.0789
2,0.109375,2.77893
2,0.125,1.11157
2,0.140625,0.395225
2,0.15625,0.126472
2,0.171875,0.0367919
2,0.1875,0.00981116
2,0.203125,0.00241506
2,0.21875,0.000552013
2,0.234375,0.000117763
2,0.25,2.35525e-05
2,0.265625,4.43342e-06
2,0.28125,7.88163e-07
2,0.296875,1.32743e-07
2,0.3125,2.12389e-08
2,0.328125,3.23641e-09
2,0.34375,4.70752e-10
2,0.359375,6.54969e-11
2,0.375,8.73334e-12
2,0.390625,1.11798e-12
2,0.40625,1.37619e-13
2,0.421875,1.63121e-14
2,0.4375,1.86377e-15
2,0.453125,2.05406e-16
2,0.46875,2.18388e-17
2,0.484375,2.23898e-18
2,0.5,2.21123e-19
2,0.515625,2.10041e-20
2,0.53125,1.91505e-21
2,0.546875,1.67175e-22
2,0.5625,1.39298e-23
2,0.578125,1.1036e-24
2,0.59375,8.26911e-26
2,0.609375,5.81292e-27
2,0.625,3.78407e-28
2,0.640625,2.21867e-29
2,0.65625,1.2326e-30
3,0,0.822975
3,0.015625,3.95028
3,0.03125,9.48067
3,0.046875,15.1691
3,0.0625,18.2029
3,0.078125,17.4748
3,0.09375,13.9798
3,0.109375,9.58616
3,0.125,5.7517
3,0.140625,3.06757
3,0.15625,1.47243
3,0.171875,0.642517
3,0.1875,0.257007
3,0.203125,0.0948948
3,0.21875,0.0325353
3,0.234375,0.0104113
3,0.25,0.00312339
3,0.265625,0.000881899
3,0.28125,0.000235173
3,0.296875,5.94122e-05
3,0.3125,1.42589e-05
3,0.328125,3.25918e-06
3,0.34375,7.11094e-07
3,0.359375,1.48402e-07
3,0.375,2.96805e-08
3,0.390625,5.69865e-09
3,0.40625,1.05206e-09
3,0.421875,1.87033e-10
3,0.4375,3.20629e-11
3,0.453125,5.30699e-12
3,0.46875,8.49126e-13
3,0.484375,1.31479e-13
3,0.5,1.97223e-14
3,0.515625,2.86873e-15
3,0.53125,4.04996e-16
3,0.546875,5.55393e-17
3,0.5625,7.4041e-18
3,0.578125,9.60206e-19
3,0.59375,1.2121e-19
3,0.609375,1.49012e-20
3,0.625,1.78481e-21
3,0.640625,2.08348e-22
3,0.65625,2.37085e-23
3,0.671875,2.63012e-24
3,0.6875,2.84446e-25
3,0.703125,2.99859e-26
3,0.71875,3.0805e-27
3,0.734375,3.08282e-28
3,0.75,3.00381e-29
3,0.765625,2.84772e-30
3,0.78125,2.62443e-31
3,0.796875,2.3485e-32
3,0.8125,2.03767e-33
3,0.828125,1.71107e-34
3,0.84375,1.38739e-35
3,0.859375,1.0831e-36
3,0.875,8.11158e-38
3,0.890625,5.80037e-39
3,0.90625,3.93524e-40
3,0.921875,2.51043e-41
3,0.9375,1.48532e-42
3,0.953125,7.96441e-44
3,0.96875,3.69483e-45
3,0.984375,1.36846e-46
4,0,0.166156
4,0.015625,1.0634
4,0.03125,3.40287
4,0.046875,7.25945
4,0.0625,11.6151
4,0.078125,14.8674
4,0.09375,15.8585
4,0.109375,14.4992
4,0.125,11.5994
4,0.140625,8.24844
4,0.15625,5.279
4,0.171875,3.07142
4,0.1875,1.63809
4,0.203125,0.806445
4,0.21875,0.36866
4,0.234375,0.157295
4,0.25,0.0629181
4,0.265625,0.0236868
4,0.28125,0.00842197
4,0.296875,0.00283688
4,0.3125,0.0009078
4,0.328125,0.000276663
4,0.34375,8.04837e-05
4,0.359375,2.23955e-05
4,0.375,5.97213e-06
4,0.390625,1.52886e-06
4,0.40625,3.76336e-07
4,0.421875,8.92055e-08
4,0.4375,2.03898e-08
4,0.453125,4.49983e-09
4,0.46875,9.59963e-10
4,0.484375,1.98186e-10
4,0.5,3.96372e-11
4,0.515625,7.68723e-12
4,0.53125,1.44701e-12
4,0.546875,2.64597e-13
4,0.5625,4.70396e-14
4,0.578125,8.13662e-15
4,0.59375,1.37039e-15
4,0.609375,2.24885e-16
4,0.625,3.59816e-17
4,0.640625,5.61661e-18
4,0.65625,8.55844e-19
4,0.671875,1.27375e-19
4,0.6875,1.85254e-20
4,0.703125,2.63428e-21
4,0.71875,3.66405e-22
4,0.734375,4.98717e-23
4,0.75,6.64519e-24
4,0.765625,8.67114e-25
4,0.78125,1.10841e-25
4,0.796875,1.38834e-26
4,0.8125,1.70442e-27
4,0.828125,2.05127e-28
4,0.84375,2.42052e-29
4,0.859375,2.8008e-30
4,0.875,3.17818e-31
4,0.890625,3.53678e-32
4,0.90625,3.85981e-33
4,0.921875,4.13069e-34
4,0.9375,4.33437e-35
4,0.953125,4.45863e-36
4,0.96875,4.49519e-37
4,0.984375,4.44053e-38
5,0,0.0335463
5,0.015625,0.26837
5,0.03125,1.07348
5,0.046875,2.86261
5,0.0625,5.72523
5,0.078125,9.16037
5,0.09375,12.2138
5,0.109375,13.9587
5,0.125,13.9587
5,0.140625,12.4077
5,0.15625,9.92615
5,0.171875,7.21902
5,0.1875,4.81268
5,0.203125,2.96165
5,0.21875,1.69237
5,0.234375,0.902598
5,0.25,0.451299
5,0.265625,0.212376
5,0.28125,0.0943893
5,0.296875,0.0397429
5,0.3125,0.0158971
5,0.328125,0.00605606
5,0.34375,0.0022022
5,0.359375,0.000765984
5,0.375,0.000255328
5,0.390625,8.17049e-05
5,0.40625,2.514e-05
5,0.421875,7.44888e-06
5,0.4375,2.12825e-06
5,0.453125,5.87104e-07
5,0.46875,1.56561e-07
5,0.484375,4.04028e-08
5,0.5,1.01007e-08
5,0.515625,2.44866e-09
5,0.53125,5.76155e-10
5,0.546875,1.31693e-10
5,0.5625,2.9265e-11
5,0.578125,6.32757e-12
5,0.59375,1.33212e-12
5,0.609375,2.73256e-13
5,0.625,5.46512e-14
5,0.640625,1.06637e-14
5,0.65625,2.03118e-15
5,0.671875,3.77895e-16
5,0.6875,6.87083e-17
5,0.703125,1.22148e-17
5,0.71875,2.12432e-18
5,0.734375,3.61587e-19
5,0.75,6.02641e-20
5,0.765625,9.8389e-21
5,0.78125,1.57418e-21
5,0.796875,2.4692e-22
5,0.8125,3.79849e-23
5,0.828125,5.73293e-24
5,0.84375,8.49182e-25
5,0.859375,1.23488e-25
5,0.875,1.76351e-26
5,0.890625,2.47395e-27
5,0.90625,3.41018e-28
5,0.921875,4.62008e-29
5,0.9375,6.15331e-30
5,0.953125,8.05842e-31
5,0.96875,1.0379e-31
5,0.984375,1.31495e-32
6,0,0.00677287
6,0.015625,0.0650196
6,0.03125,0.312094
6,0.046875,0.998701
6,0.0625,2.39688
6,0.078125,4.60201
6,0.09375,7.36322
6,0.109375,10.0981
6,0.125,12.1178
6,0.140625,12.9256
6,0.15625,12.4086
6,0.171875,10.8293
6,0.1875,8.66345
6,0.203125,6.39762
6,0.21875,4.38694
