0,0,0,10,0
0,0,1,10,0
0,0,2,10,0
0,0,3,10,0
0,0,4,10,4.74476e-40
0,0,5,10,1.86752e-34
0,0,6,10,4.58745e-30
0,0,7,10,1.83726e-26
0,0,8,10,1.96563e-23
0,0,9,10,7.67488e-21
0,0,10,10,1.35244e-18
0,0,11,10,1.25132e-16
0,0,12,10,6.79714e-15
0,0,13,10,2.35958e-13
0,0,14,10,5.59177e-12
0,0,15,10,9.53255e-11
0,0,16,10,1.21947e-09
0,0,17,10,1.21191e-08
0,0,18,10,9.62904e-08
0,0,19,10,6.2658e-07
0,0,20,10,3.40815e-06
0,0,21,9.99869,0.00130709
0,0,22,9.98282,0.0158709
0,0,23,9.91219,0.0706321
0,0,24,9.72371,0.188472
0,0,25,9.3562,0.367512
0,0,26,8.77742,0.57878
0,0,27,7.99735,0.780068
0,0,28,7.06393,0.933423
0,0,29,6.04736,1.01657
0,0,30,5.02179,1.02557
0,0,31,4.05082,0.970967
0,0,32,3.17958,0.871243
0,0,33,2.43295,0.746632
0,0,34,1.81811,0.614833
0,0,35,1.3292,0.488917
0,0,36,0.952234,0.376964
0,0,37,0.669476,0.282758
0,0,38,0.462552,0.206924
0,0,39,0.314458,0.148093
0,0,40,0.210591,0.103868
0,0,41,0.139071,0.0715196
0,0,42,0.0906491,0.0484217
0,0,43,0.0583704,0.0322788
0,0,44,0.0371587,0.0212117
0,0,45,0.0234032,0.0137555
0,0,46,0.0145922,0.00881107
0,0,47,0.00901258,0.00557958
0,0,48,0.00551697,0.00349561
0,0,49,0.0033488,0.00216816
0,1,0,10,0
0,1,1,10,0
0,1,2,10,0
0,1,3,10,0
0,1,4,10,0
0,1,5,10,0
0,1,6,10,0
0,1,7,10,0
0,1,8,10,0
0,1,9,10,0
0,1,10,10,0
0,1,11,10,0
0,1,12,10,0
0,1,13,10,0
0,1,14,10,0
0,1,15,10,0
0,1,16,10,0
0,1,17,10,0
0,1,18,10,0
0,1,19,10,0
0,1,20,10,0
0,1,21,10,0
0,1,22,10,0
0,1,23,10,0
0,1,24,10,0
0,1,25,10,0
0,1,26,10,0
0,1,27,9,1
0,1,28,8,1
0,1,29,6,2
0,1,30,4,2
0,1,31,3,1
0,1,32,2,1
0,1,33,1,1
0,1,34,0,1
0,1,35,0,0
0,1,36,0,0
0,1,37,0,0
0,1,38,0,0
0,1,39,0,0
